Timestamp,Station,Freeway,Direction,Lane Type,Total Flow (veh/5min),Lane1 Flow (veh/5min),Lane2 Flow (veh/5min),Lane3 Flow (veh/5min),Lane4 Flow (veh/5min),Lane5 Flow (veh/5min),Lane6 Flow (veh/5min),Latitude,Longitude,Location,Abs_PM
2024-12-03 06:00:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:00:00,769849,210,E,FF,136.0,39.0,59.0,38.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:00:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:00:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:00:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:00:00,776724,210,E,FF,193.0,107.0,86.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:05:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:05:00,769849,210,E,FF,172.0,54.0,72.0,46.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:05:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:05:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:05:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:05:00,776724,210,E,FF,158.0,95.0,63.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:10:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:10:00,769849,210,E,FF,133.0,44.0,62.0,27.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:10:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:10:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:10:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:10:00,776724,210,E,FF,192.0,98.0,94.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:15:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:15:00,769849,210,E,FF,172.0,54.0,73.0,45.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:15:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:15:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:15:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:15:00,776724,210,E,FF,170.0,106.0,64.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:20:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:20:00,769849,210,E,FF,195.0,65.0,76.0,54.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:20:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:20:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:20:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:20:00,776724,210,E,FF,212.0,108.0,104.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:25:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:25:00,769849,210,E,FF,197.0,71.0,80.0,46.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:25:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:25:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:25:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:25:00,776724,210,E,FF,224.0,127.0,97.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:30:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:30:00,769849,210,E,FF,234.0,86.0,95.0,53.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:30:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:30:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:30:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:30:00,776724,210,E,FF,223.0,122.0,101.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:35:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:35:00,769849,210,E,FF,274.0,95.0,102.0,77.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:35:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:35:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:35:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:35:00,776724,210,E,FF,275.0,135.0,140.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:40:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:40:00,769849,210,E,FF,246.0,84.0,101.0,61.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:40:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:40:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:40:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:40:00,776724,210,E,FF,269.0,149.0,120.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:45:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:45:00,769849,210,E,FF,301.0,106.0,121.0,74.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:45:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:45:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:45:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:45:00,776724,210,E,FF,300.0,161.0,139.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:50:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:50:00,769849,210,E,FF,304.0,108.0,126.0,70.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:50:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:50:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:50:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:50:00,776724,210,E,FF,305.0,189.0,116.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 06:55:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 06:55:00,769849,210,E,FF,301.0,107.0,118.0,76.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 06:55:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 06:55:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 06:55:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 06:55:00,776724,210,E,FF,296.0,172.0,124.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:00:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:00:00,769849,210,E,FF,287.0,106.0,114.0,67.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 07:00:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 07:00:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 07:00:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 07:00:00,776724,210,E,FF,247.0,134.0,113.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:05:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:05:00,769849,210,E,FF,330.0,118.0,129.0,83.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 07:05:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 07:05:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 07:05:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 07:05:00,776724,210,E,FF,303.0,161.0,142.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:10:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:10:00,769849,210,E,FF,314.0,111.0,129.0,74.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 07:10:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 07:10:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 07:10:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 07:10:00,776724,210,E,FF,300.0,168.0,132.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:15:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:15:00,769849,210,E,FF,308.0,115.0,114.0,79.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 07:15:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 07:15:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 07:15:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 07:15:00,776724,210,E,FF,277.0,136.0,141.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:20:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:20:00,769849,210,E,FF,324.0,106.0,133.0,85.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-03 07:20:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-03 07:20:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-03 07:20:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-03 07:20:00,776724,210,E,FF,333.0,174.0,159.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-03 07:25:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-03 07:25:00,769849,210,E,FF,329.0,120.0,127.0,82.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
